PLAYER_ID,PLAYER_NAME,MIN,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PTS,PLUS_MINUS,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,D_FGM,D_FGA,D_FG_PCT,CONTESTED_SHOTS,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,LOOSE_BALLS_RECOVERED,BOX_OUTS,RAPM
201935,James Harden,36.6,6.3,7.3,0.861,0.8,7.1,7.9,10.8,4.0,1.2,0.8,1.1,2.3,24.6,2.3,0.544,5.02,9.09,0.553,0.456,2.75,7.61,0.361,5.07,11.11,0.456,4.05,2.5,0.02,0.52,0.68,1.14,5.0
201949,James Johnson,20.5,0.9,1.5,0.592,0.6,2.8,3.5,1.9,1.1,0.8,0.8,0.3,2.4,7.2,-2.5,0.633,2.25,4.06,0.556,0.367,0.61,2.35,0.258,3.68,8.12,0.453,5.53,1.37,0.0,0.8,0.37,0.94,-2.46
203263,James Nunnally,5.3,0.1,0.2,0.5,0.2,0.8,1.0,0.3,0.2,0.0,0.0,0.0,0.1,1.7,-0.4,0.077,0.11,0.11,1.0,0.923,0.44,1.33,0.333,1.33,1.83,0.727,0.22,0.11,0.0,0.0,0.11,0.11,-0.57
1630164,James Wiseman,21.4,1.4,2.2,0.628,1.4,4.4,5.8,0.7,1.5,0.3,0.9,0.5,3.1,11.5,-4.7,0.895,4.46,8.28,0.539,0.105,0.31,0.97,0.316,4.74,10.21,0.465,8.64,0.23,0.03,2.41,0.56,1.77,-2.84
201162,Jared Dudley,6.7,0.0,0.0,0.0,0.3,1.4,1.8,0.4,0.2,0.1,0.1,0.1,0.6,0.5,0.2,0.333,0.0,0.25,0.0,0.667,0.17,0.5,0.333,1.4,3.0,0.467,1.83,0.75,0.0,0.25,0.17,0.42,0.68
1629607,Jared Harper,2.0,0.4,0.5,0.75,0.0,0.3,0.3,0.1,0.4,0.0,0.0,0.0,0.1,0.4,-0.6,0.75,0.0,0.38,0.0,0.25,0.0,0.13,0.0,0.33,1.67,0.2,0.5,0.0,0.0,0.0,0.0,0.0,-0.36
1628991,Jaren Jackson Jr.,23.5,3.2,3.8,0.833,1.5,4.1,5.6,1.1,1.4,1.1,1.6,0.6,3.8,14.4,-5.8,0.52,3.27,5.91,0.554,0.48,1.55,5.45,0.283,5.91,11.64,0.508,9.64,2.27,0.0,1.64,0.18,1.45,-2.57
1629020,Jarred Vanderbilt,17.8,0.9,1.6,0.559,1.8,3.9,5.8,1.2,0.8,1.0,0.7,0.5,1.9,5.4,-0.8,0.979,2.22,3.61,0.615,0.021,0.02,0.08,0.2,3.7,8.16,0.454,6.0,1.69,0.03,1.33,0.72,0.69,0.1
1629714,Jarrell Brantley,4.9,0.1,0.1,1.0,0.3,0.6,1.0,0.5,0.3,0.3,0.1,0.1,0.6,2.3,-0.9,0.462,0.46,0.86,0.542,0.538,0.43,1.0,0.429,1.15,2.5,0.46,0.93,0.36,0.0,0.11,0.14,0.14,-1.39
1628386,Jarrett Allen,29.6,3.2,4.6,0.703,3.1,6.9,10.0,1.7,1.6,0.5,1.4,0.6,1.5,12.8,-3.2,0.96,4.6,7.3,0.63,0.04,0.1,0.3,0.316,6.47,13.79,0.469,11.76,1.32,0.02,4.68,0.76,2.21,1.22
1629633,Jarrett Culver,14.7,0.9,1.4,0.604,1.0,2.1,3.1,0.7,0.8,0.5,0.3,0.5,1.7,5.3,-3.9,0.685,1.65,3.38,0.487,0.315,0.38,1.56,0.245,2.44,5.41,0.451,2.76,1.26,0.03,0.06,0.38,0.12,-0.44
1629750,Javonte Green,11.6,0.7,1.0,0.75,0.6,1.1,1.7,0.4,0.5,0.7,0.1,0.1,1.1,3.6,0.4,0.706,1.05,1.76,0.597,0.294,0.24,0.73,0.333,2.0,4.24,0.472,1.73,1.41,0.0,0.24,0.44,0.29,-0.17
1629637,Jaxson Hayes,16.1,1.6,2.0,0.775,1.5,2.8,4.3,0.6,0.7,0.4,0.6,0.3,1.7,7.5,-0.4,0.95,2.82,4.43,0.635,0.05,0.1,0.23,0.429,2.73,6.2,0.44,5.65,0.88,0.0,1.17,0.43,1.38,-0.55
1630206,Jay Scrubb,21.0,1.3,1.3,1.0,0.5,3.0,3.5,0.3,1.8,1.0,0.0,1.0,1.3,8.8,0.5,0.76,1.75,4.75,0.368,0.24,0.5,1.5,0.333,2.25,5.25,0.429,3.0,1.0,0.5,0.25,0.75,0.25,-0.09
1629121,Jaylen Adams,2.6,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.0,0.0,0.1,0.3,-1.7,0.75,0.14,0.86,0.167,0.25,0.0,0.29,0.0,0.67,1.67,0.4,0.29,0.0,0.0,0.0,0.0,0.14,-0.06
1627759,Jaylen Brown,34.5,3.3,4.3,0.764,1.2,4.8,6.0,3.4,2.7,1.2,0.6,1.1,2.9,24.7,1.2,0.631,6.47,12.07,0.536,0.369,2.81,7.07,0.398,4.76,10.88,0.437,5.19,2.12,0.0,0.21,1.05,0.67,0.27
1629658,Jaylen Hoard,16.8,1.5,2.2,0.683,1.1,2.3,3.4,1.3,0.9,0.7,0.3,0.7,1.0,6.1,-3.3,0.872,2.26,3.95,0.573,0.128,0.0,0.58,0.0,2.5,5.61,0.446,3.16,0.89,0.0,0.95,0.42,0.42,-0.13
1629669,Jaylen Nowell,18.1,1.1,1.3,0.818,0.5,1.8,2.3,1.5,0.7,0.5,0.3,0.4,1.7,9.0,-2.4,0.552,2.19,4.4,0.497,0.448,1.19,3.57,0.333,3.37,6.83,0.493,3.88,0.93,0.0,0.17,0.45,0.14,-1.23
1628369,Jayson Tatum,35.8,4.6,5.3,0.868,0.8,6.6,7.4,4.3,2.7,1.2,0.5,1.0,1.9,26.4,2.5,0.632,6.53,13.03,0.501,0.368,2.92,7.58,0.386,4.02,8.56,0.469,4.16,2.19,0.0,0.33,0.98,0.34,4.97
201145,Jeff Green,27.0,1.8,2.4,0.776,0.5,3.4,3.9,1.6,0.8,0.5,0.4,0.3,1.8,11.0,1.7,0.528,2.32,4.12,0.564,0.472,1.51,3.68,0.412,5.16,11.01,0.469,6.9,1.13,0.07,1.72,0.37,1.16,-0.42
201952,Jeff Teague,17.3,1.6,1.9,0.848,0.3,1.3,1.6,2.4,1.2,0.6,0.2,0.3,1.0,6.7,1.0,0.71,1.58,3.65,0.433,0.29,0.65,1.49,0.439,2.8,6.13,0.456,2.56,1.2,0.0,0.22,0.44,0.13,-0.63
203924,Jerami Grant,33.9,5.4,6.4,0.845,0.6,4.0,4.6,2.8,2.0,0.6,1.1,1.1,2.3,22.3,-2.2,0.649,5.28,11.07,0.477,0.351,2.09,6.0,0.349,4.2,9.31,0.451,5.94,1.22,0.11,0.5,0.57,0.91,-0.06
1629725,Jeremiah Martin,8.4,0.1,0.6,0.2,0.2,0.6,0.8,0.4,0.7,0.6,0.2,0.6,0.1,2.4,-2.9,0.636,0.67,2.33,0.286,0.364,0.33,1.33,0.25,1.57,3.57,0.44,1.67,1.33,0.0,0.0,0.33,0.22,-0.82
203087,Jeremy Lamb,21.3,2.0,2.1,0.947,0.7,2.9,3.6,1.5,0.6,0.9,0.6,0.3,2.0,10.1,-0.4,0.536,1.89,4.11,0.459,0.464,1.44,3.56,0.406,4.17,8.33,0.5,3.92,1.47,0.06,0.22,0.42,0.44,0.77
1629010,Jerome Robinson,17.9,0.9,1.2,0.8,0.2,2.0,2.2,1.5,1.1,0.7,0.4,0.3,1.8,4.9,-5.9,0.558,1.0,3.12,0.321,0.442,0.65,2.47,0.262,3.44,7.13,0.482,3.53,1.24,0.06,0.0,0.59,0.47,-1.67
1628975,Jevon Carter,11.9,0.1,0.1,0.571,0.3,1.3,1.5,1.2,0.3,0.5,0.2,0.1,0.9,4.1,0.5,0.326,0.63,1.2,0.528,0.674,0.92,2.48,0.369,1.57,3.46,0.454,1.5,1.17,0.0,0.1,0.28,0.18,-0.6
202710,Jimmy Butler,33.6,6.9,8.0,0.863,1.8,5.1,6.9,7.1,2.1,2.1,0.3,0.8,1.4,21.5,3.8,0.862,6.56,12.21,0.537,0.138,0.48,1.96,0.245,4.44,10.19,0.436,4.21,3.5,0.12,0.71,1.19,1.65,4.18
203925,Joe Harris,31.0,0.7,0.9,0.778,0.6,3.0,3.6,1.9,0.9,0.7,0.2,0.4,2.0,14.1,5.1,0.371,2.12,3.8,0.557,0.629,3.06,6.43,0.475,5.24,10.66,0.491,6.78,1.19,0.04,0.51,0.77,1.1,2.59
204060,Joe Ingles,27.9,1.1,1.3,0.844,0.4,3.2,3.6,4.7,1.7,0.7,0.2,0.2,1.8,12.1,6.8,0.278,1.37,2.33,0.59,0.722,2.73,6.06,0.451,2.99,7.3,0.409,3.0,1.24,0.01,0.4,0.48,0.73,3.76
203954,Joel Embiid,31.1,9.2,10.7,0.859,2.2,8.4,10.6,2.8,3.1,1.0,1.4,0.9,2.4,28.5,7.9,0.828,7.9,14.61,0.541,0.172,1.14,3.04,0.374,6.9,14.69,0.47,8.94,1.61,0.08,2.84,1.0,2.63,4.79
1628381,John Collins,29.3,2.7,3.2,0.833,1.9,5.5,7.4,1.2,1.3,0.5,1.0,0.8,3.1,17.6,2.9,0.73,5.49,8.94,0.615,0.27,1.32,3.3,0.399,6.32,13.21,0.478,10.32,1.27,0.17,2.06,0.52,2.3,3.01
1629723,John Konchar,13.4,0.6,0.7,0.833,0.8,2.2,3.0,1.1,0.4,0.7,0.2,0.3,0.9,4.3,0.4,0.594,1.12,1.91,0.585,0.406,0.49,1.3,0.375,2.12,4.88,0.435,2.23,1.3,0.02,0.16,0.37,0.21,1.25
202322,John Wall,32.2,4.0,5.3,0.749,0.4,2.8,3.2,6.9,3.5,1.1,0.8,1.1,1.2,20.6,-4.2,0.657,5.35,11.9,0.45,0.343,1.98,6.23,0.317,4.28,9.28,0.461,4.5,2.1,0.03,0.0,0.93,0.25,-1.49
202685,Jonas Valanciunas,28.3,2.5,3.3,0.773,4.1,8.4,12.5,1.8,1.6,0.6,0.9,0.9,2.9,17.1,2.2,0.923,6.76,11.05,0.612,0.077,0.34,0.92,0.368,6.5,12.92,0.503,10.89,0.94,0.02,4.37,0.79,3.89,2.2
1629007,Jontay Porter,4.9,0.3,0.5,0.6,0.4,0.9,1.3,0.1,0.6,0.3,0.1,0.0,1.1,2.0,0.1,0.467,0.45,0.64,0.714,0.533,0.27,0.73,0.375,2.0,4.5,0.444,1.73,0.36,0.0,0.55,0.09,0.09,0.01
1628395,Jordan Bell,13.6,0.2,0.3,0.5,1.2,2.8,4.0,1.2,0.7,0.5,0.8,0.5,1.2,2.5,-5.3,0.909,1.17,3.33,0.35,0.091,0.0,0.33,0.0,3.2,6.8,0.471,5.33,1.17,0.17,1.67,0.5,0.5,-1.85
1629648,Jordan Bone,14.0,0.0,0.0,0.0,0.3,1.4,1.7,1.3,0.2,0.1,0.0,0.0,0.8,4.0,-4.2,0.407,0.93,1.57,0.591,0.593,0.71,2.29,0.313,2.09,4.18,0.5,1.36,0.64,0.0,0.0,0.5,0.21,-1.12
203903,Jordan Clarkson,26.7,1.9,2.1,0.896,0.7,3.3,4.0,2.5,1.7,0.9,0.1,0.6,1.6,18.4,4.4,0.443,3.66,6.99,0.524,0.557,3.06,8.78,0.348,3.62,7.66,0.472,3.49,1.26,0.01,0.22,0.76,0.43,0.07
1629162,Jordan McLaughlin,18.4,0.5,0.6,0.767,0.4,1.7,2.1,3.8,1.0,1.0,0.1,0.5,0.9,5.0,-2.6,0.62,1.31,2.94,0.447,0.38,0.65,1.8,0.359,2.96,6.14,0.482,3.55,2.02,0.04,0.43,0.73,0.16,-0.91
1629670,Jordan Nwora,9.1,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.8,0.6,0.3,0.5,0.7,5.7,-0.1,0.541,1.13,2.43,0.466,0.459,0.93,2.07,0.452,1.7,4.0,0.424,2.13,0.63,0.03,0.0,0.2,0.07,-0.25
1629673,Jordan Poole,19.4,2.1,2.3,0.882,0.3,1.5,1.8,1.9,1.0,0.5,0.2,0.3,1.7,12.0,0.6,0.418,2.12,3.88,0.545,0.582,1.9,5.41,0.351,2.16,5.09,0.424,2.37,0.84,0.06,0.18,0.57,0.25,0.11
1630182,Josh Green,11.4,0.3,0.6,0.565,0.7,1.3,2.0,0.7,0.4,0.4,0.1,0.2,0.9,2.6,0.4,0.731,0.97,1.74,0.559,0.269,0.1,0.64,0.16,1.7,3.39,0.5,1.54,0.9,0.03,0.21,0.41,0.08,-0.09
1630221,Josh Hall,16.0,1.0,2.1,0.5,0.3,2.5,2.8,1.3,1.2,0.2,0.0,0.5,1.8,4.1,-4.8,0.624,1.14,2.76,0.414,0.376,0.19,1.67,0.114,2.75,5.4,0.509,3.19,0.33,0.0,0.1,0.29,0.19,-0.69
1628404,Josh Hart,28.7,1.5,1.9,0.775,1.1,6.9,8.0,2.3,1.0,0.8,0.3,0.5,2.4,9.2,0.0,0.439,1.87,3.21,0.583,0.561,1.34,4.11,0.326,6.32,12.91,0.489,7.98,1.34,0.06,0.23,0.96,0.6,0.1
1628367,Josh Jackson,25.2,2.6,3.5,0.729,0.9,3.2,4.1,2.3,2.3,0.9,0.8,1.1,2.9,13.4,-2.0,0.638,3.53,7.23,0.489,0.362,1.23,4.1,0.299,3.98,8.69,0.458,4.4,1.32,0.1,0.16,0.81,0.6,-1.6
1629006,Josh Okogie,20.3,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.7,0.9,0.5,0.4,2.1,5.4,-3.3,0.575,1.24,2.47,0.5,0.425,0.49,1.83,0.269,3.64,7.59,0.48,4.24,1.8,0.07,0.32,0.73,0.37,0.14
1626196,Josh Richardson,30.3,1.7,1.8,0.917,0.9,2.4,3.3,2.6,1.3,1.0,0.4,0.4,2.2,12.1,-0.8,0.568,2.98,5.95,0.501,0.432,1.49,4.53,0.33,3.73,8.51,0.438,4.07,2.03,0.02,0.22,0.83,0.37,0.49
201950,Jrue Holiday,32.3,1.8,2.3,0.787,1.2,3.3,4.5,6.1,2.2,1.6,0.6,0.7,1.7,17.7,6.4,0.655,5.14,9.15,0.561,0.345,1.88,4.81,0.391,5.8,12.22,0.474,6.64,3.15,0.03,0.25,1.25,0.63,3.86
1629308,Juan Toscano-Anderson,20.9,0.4,0.6,0.71,0.5,3.9,4.4,2.8,1.2,0.8,0.5,0.2,2.1,5.7,1.8,0.56,1.58,2.21,0.718,0.44,0.7,1.74,0.402,4.61,9.45,0.488,5.04,1.74,0.06,1.47,0.47,1.28,0.8
1627823,Juancho Hernangomez,17.3,1.2,1.9,0.619,0.9,3.1,3.9,0.7,0.5,0.4,0.1,0.4,1.0,7.2,-1.4,0.44,1.44,2.52,0.573,0.56,1.06,3.21,0.329,3.26,6.36,0.513,3.42,0.56,0.0,0.48,0.33,0.63,-0.18
203944,Julius Randle,37.6,4.9,6.0,0.811,1.2,9.0,10.2,6.0,3.4,0.9,0.3,1.0,3.2,24.1,2.2,0.705,6.21,13.1,0.474,0.295,2.25,5.48,0.411,6.01,13.32,0.451,7.58,1.32,0.03,2.45,1.06,1.87,1.38
203200,Justin Holiday,30.3,0.9,1.2,0.788,0.4,3.1,3.6,1.7,0.8,1.0,0.6,0.2,1.9,10.5,-0.6,0.274,1.18,2.38,0.497,0.726,2.4,6.29,0.382,4.44,10.49,0.424,6.1,2.17,0.03,0.43,0.58,0.72,-1.47
1628382,Justin Jackson,17.0,0.9,1.1,0.838,0.5,1.8,2.3,1.5,0.9,0.4,0.1,0.2,0.9,7.2,-1.2,0.471,1.56,3.06,0.51,0.529,1.06,3.44,0.308,2.79,5.85,0.477,3.18,0.65,0.0,0.18,0.38,0.32,-0.07
1629713,Justin James,8.6,0.6,1.0,0.583,0.3,0.6,0.8,0.6,0.4,0.2,0.1,0.3,0.6,3.9,-1.6,0.658,1.06,2.03,0.521,0.342,0.39,1.06,0.368,2.59,4.48,0.579,1.92,0.42,0.03,0.08,0.19,0.25,-0.91
1628383,Justin Patton,19.0,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.3,0.9,1.1,0.3,2.6,5.4,-6.2,0.514,1.54,2.77,0.556,0.486,0.69,2.62,0.265,4.92,9.08,0.542,6.92,1.54,0.0,1.62,0.38,1.77,-1.03
1629620,Justin Robinson,9.7,0.3,0.6,0.6,0.1,0.7,0.8,1.0,0.2,0.3,0.0,0.0,1.1,2.3,-5.0,0.333,0.33,0.78,0.429,0.667,0.44,1.56,0.286,1.75,3.13,0.56,1.11,0.56,0.22,0.11,0.0,0.22,-0.33
1626159,Justise Winslow,19.5,0.8,1.3,0.571,0.7,3.8,4.5,1.9,1.4,0.6,0.5,0.2,1.8,6.8,-3.0,0.743,2.46,6.0,0.41,0.257,0.38,2.08,0.185,3.65,7.92,0.461,4.23,0.92,0.08,0.46,0.27,0.42,2.25
203994,Jusuf Nurkic,23.8,1.9,3.1,0.619,2.3,6.6,9.0,3.4,2.0,1.0,1.1,0.8,2.8,11.5,3.4,0.91,4.3,8.19,0.525,0.09,0.32,0.81,0.4,5.54,11.97,0.463,8.54,2.11,0.03,4.59,0.65,2.81,3.41
1629752,Juwan Morgan,5.1,0.1,0.2,0.429,0.3,0.7,1.0,0.3,0.1,0.1,0.0,0.1,0.7,1.2,-3.7,0.567,0.34,0.59,0.588,0.433,0.14,0.45,0.308,1.38,3.19,0.433,1.59,0.34,0.0,0.55,0.1,0.41,-1.13
1629644,KZ Okpala,12.1,0.2,0.4,0.533,0.6,1.3,1.8,0.5,0.4,0.3,0.3,0.2,1.6,2.5,-1.8,0.479,0.65,1.24,0.522,0.521,0.32,1.35,0.24,2.56,6.25,0.41,3.41,1.05,0.0,0.19,0.32,0.62,-1.67
1630211,Karim Mane,8.8,0.4,0.5,0.8,0.1,1.3,1.4,0.4,0.3,0.0,0.2,0.7,1.0,1.1,-2.2,0.846,0.2,1.1,0.182,0.154,0.1,0.2,0.5,2.0,4.13,0.485,1.5,0.0,0.0,0.0,0.1,0.0,-0.36
1626157,Karl-Anthony Towns,33.8,5.3,6.2,0.859,2.7,7.9,10.6,4.5,3.2,0.8,1.1,1.0,3.7,24.8,0.2,0.64,6.06,11.2,0.541,0.36,2.44,6.3,0.387,6.96,13.71,0.507,10.52,1.34,0.06,3.42,1.06,2.32,2.97
202695,Kawhi Leonard,34.1,5.0,5.7,0.885,1.1,5.4,6.5,5.2,2.0,1.6,0.4,0.5,1.6,24.8,8.6,0.72,7.0,12.56,0.557,0.28,1.94,4.88,0.398,4.83,9.87,0.489,5.69,2.6,0.02,0.4,0.98,0.85,5.8
1628966,Keita Bates-Diop,8.2,0.5,0.7,0.667,0.3,1.3,1.6,0.4,0.2,0.4,0.2,0.3,0.4,2.6,-1.2,0.742,0.83,1.63,0.51,0.258,0.17,0.57,0.294,1.77,3.77,0.47,1.8,0.5,0.0,0.1,0.33,0.1,-2.63
1629103,Kelan Martin,9.2,0.3,0.3,0.9,0.5,1.7,2.2,0.5,0.5,0.3,0.3,0.2,1.0,4.5,2.7,0.565,1.09,2.23,0.487,0.435,0.69,1.71,0.4,1.81,3.96,0.456,1.89,0.71,0.0,0.29,0.11,0.17,1.53
1629640,Keldon Johnson,28.5,2.1,2.8,0.74,1.3,4.6,6.0,1.8,1.1,0.6,0.3,1.0,2.1,12.8,-2.5,0.743,4.03,7.59,0.531,0.257,0.87,2.62,0.331,4.86,10.14,0.479,6.06,1.04,0.0,0.46,0.7,0.7,-0.49
1629833,Keljin Blevins,4.4,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.3,0.1,0.0,0.2,0.5,0.7,-2.2,0.6,0.18,0.71,0.25,0.4,0.12,0.47,0.25,0.71,2.07,0.345,0.94,0.18,0.0,0.0,0.06,0.0,-0.39
203482,Kelly Olynyk,28.5,2.1,2.5,0.829,1.2,5.7,7.0,2.9,1.8,1.1,0.6,0.4,3.0,13.5,-1.4,0.473,3.0,4.7,0.638,0.527,1.8,5.24,0.343,6.44,12.8,0.503,8.34,2.16,0.23,1.41,0.83,1.51,0.96
1626162,Kelly Oubre Jr.,30.7,2.2,3.2,0.695,1.5,4.5,6.0,1.3,1.3,1.0,0.8,1.0,2.2,15.4,-3.5,0.606,4.13,7.91,0.522,0.394,1.64,5.15,0.318,4.67,10.73,0.436,5.45,2.73,0.05,0.27,0.58,0.36,-1.79
202689,Kemba Walker,31.8,3.1,3.5,0.899,0.4,3.6,4.0,4.9,2.0,1.1,0.3,1.1,1.4,19.3,2.2,0.478,3.65,7.51,0.486,0.522,2.95,8.21,0.36,5.77,11.49,0.502,4.79,2.14,0.51,0.42,0.67,0.42,2.99
1629134,Kendrick Nunn,29.5,1.0,1.1,0.933,0.4,2.8,3.2,2.6,1.4,0.9,0.3,0.6,1.9,14.6,-0.1,0.514,3.52,6.04,0.583,0.486,2.18,5.71,0.381,4.79,10.07,0.475,4.8,1.64,0.0,0.41,0.66,0.41,-0.8
1629026,Kenrich Williams,21.6,0.5,1.0,0.571,1.3,2.9,4.1,2.3,1.2,0.8,0.3,0.4,2.2,8.0,-2.7,0.715,2.53,4.45,0.568,0.285,0.79,1.77,0.444,3.74,7.61,0.492,4.41,1.77,0.11,0.24,0.65,0.77,0.46
203145,Kent Bazemore,19.9,0.8,1.2,0.692,0.4,3.0,3.4,1.6,1.2,1.0,0.5,0.2,2.4,7.2,2.5,0.527,1.49,3.06,0.488,0.473,1.12,2.75,0.408,3.31,7.54,0.439,4.1,2.13,0.07,0.43,0.64,0.52,-0.08
203484,Kentavious Caldwell-Pope,28.4,1.4,1.7,0.866,0.4,2.3,2.7,1.9,1.0,0.9,0.4,0.3,1.7,9.7,2.1,0.423,1.43,3.12,0.459,0.577,1.78,4.25,0.418,3.44,7.14,0.482,2.69,1.7,0.01,0.3,0.54,0.7,0.02
1630231,Kenyon Martin Jr.,23.7,1.3,1.9,0.714,1.6,3.8,5.4,1.1,0.8,0.7,0.9,0.6,2.0,9.3,-6.3,0.698,2.82,4.93,0.572,0.302,0.78,2.13,0.365,3.36,7.3,0.461,4.82,0.87,0.0,1.02,0.58,0.62,-2.58
201142,Kevin Durant,33.1,6.0,6.8,0.882,0.4,6.7,7.1,5.6,3.4,0.7,1.3,0.7,2.0,26.9,8.0,0.687,6.83,11.83,0.577,0.313,2.43,5.4,0.45,4.83,11.4,0.424,7.63,1.34,0.06,0.31,0.66,1.23,6.48
1628989,Kevin Huerter,30.8,0.7,0.9,0.781,0.6,2.8,3.3,3.5,1.1,1.2,0.3,0.4,2.4,11.9,1.0,0.472,2.55,5.0,0.51,0.528,2.03,5.59,0.363,4.26,9.91,0.43,5.0,2.32,0.01,0.3,0.61,0.42,-0.03
1628995,Kevin Knox II,11.1,0.4,0.5,0.8,0.2,1.2,1.5,0.5,0.4,0.3,0.1,0.1,0.9,3.9,-0.8,0.373,0.5,1.26,0.396,0.627,0.83,2.12,0.393,1.5,3.61,0.415,2.07,0.31,0.0,0.12,0.29,0.36,-4.61
201567,Kevin Love,24.9,1.7,2.0,0.824,0.7,6.8,7.4,2.5,1.5,0.6,0.1,0.5,1.0,12.2,-2.9,0.381,1.84,3.84,0.479,0.619,2.28,6.24,0.365,5.26,9.74,0.54,4.2,0.92,0.04,1.36,0.52,1.4,1.63
1629645,Kevin Porter Jr.,32.1,2.7,3.6,0.734,0.8,3.0,3.8,6.3,3.5,0.7,0.3,1.0,2.3,16.6,-8.6,0.561,4.08,7.92,0.515,0.439,1.92,6.19,0.311,5.88,10.85,0.543,4.62,1.46,0.04,0.12,1.04,0.19,-3.95
1626172,Kevon Looney,19.0,0.5,0.8,0.646,1.9,3.4,5.3,2.0,0.6,0.3,0.4,0.2,2.2,4.1,2.1,0.913,1.69,2.93,0.575,0.087,0.07,0.28,0.235,4.62,9.8,0.472,7.75,0.92,0.03,3.23,0.62,2.97,1.32
203920,Khem Birch,22.8,1.4,1.9,0.705,2.6,3.2,5.8,1.3,0.7,0.7,0.7,0.4,1.7,7.2,-1.9,0.863,2.63,4.9,0.537,0.137,0.19,0.78,0.25,4.79,10.3,0.465,6.87,1.37,0.1,3.21,0.75,2.06,-0.7
203114,Khris Middleton,33.4,3.1,3.5,0.898,0.8,5.2,6.0,5.4,2.6,1.1,0.1,0.8,2.4,20.4,4.3,0.66,5.29,10.43,0.508,0.34,2.22,5.37,0.414,5.28,11.29,0.467,5.85,2.24,0.01,0.51,0.72,0.91,2.32
1629017,Khyri Thomas,30.6,1.8,1.8,1.0,1.4,2.2,3.6,5.0,1.2,1.8,1.2,0.2,1.6,16.4,2.8,0.591,4.6,7.8,0.59,0.409,1.8,5.4,0.333,5.2,12.6,0.413,7.2,2.0,0.0,0.0,1.2,0.4,-0.6
1630165,Killian Hayes,25.8,0.5,0.7,0.824,0.2,2.4,2.7,5.3,3.2,1.0,0.4,0.5,2.2,6.8,-5.0,0.641,1.96,4.88,0.402,0.359,0.77,2.73,0.282,4.58,9.19,0.498,3.77,3.12,0.0,0.15,0.58,0.31,-1.79
1629681,Killian Tillie,10.1,0.5,0.6,0.818,0.3,1.0,1.3,0.4,0.1,0.3,0.4,0.2,1.1,3.2,2.2,0.421,0.5,1.33,0.375,0.579,0.56,1.83,0.303,1.71,4.71,0.364,2.83,0.28,0.0,0.11,0.22,0.5,0.72
1630184,Kira Lewis Jr.,16.7,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.6,0.7,0.2,0.5,1.6,6.4,0.4,0.644,1.67,4.02,0.415,0.356,0.74,2.22,0.333,2.7,5.84,0.462,3.35,1.15,0.11,0.13,0.44,0.11,0.68
1628961,Kostas Antetokounmpo,3.7,0.4,0.9,0.462,0.3,1.0,1.3,0.1,0.7,0.1,0.3,0.3,0.5,0.8,1.8,1.0,0.2,0.67,0.3,0.0,0.0,0.0,,0.82,2.27,0.36,1.53,0.27,0.0,0.2,0.47,0.27,0.64
1627739,Kris Dunn,11.4,0.8,1.0,0.75,0.0,1.5,1.5,0.5,0.8,0.5,0.5,0.5,2.5,1.3,-7.8,0.833,0.25,2.5,0.1,0.167,0.0,0.5,0.0,2.5,5.5,0.455,2.5,2.0,0.0,0.0,0.25,0.0,-0.25
204001,Kristaps Porzingis,30.9,2.7,3.2,0.855,1.9,7.0,8.9,1.6,1.2,0.5,1.3,0.7,2.7,20.1,0.2,0.622,5.3,9.88,0.536,0.378,2.26,6.0,0.376,7.35,14.86,0.495,11.28,0.98,0.02,2.95,0.7,2.09,1.63
203937,Kyle Anderson,27.4,2.1,2.7,0.783,0.8,5.0,5.7,3.6,1.2,1.2,0.8,0.5,1.7,12.4,0.7,0.603,3.1,5.75,0.539,0.397,1.36,3.78,0.36,4.55,10.28,0.443,7.28,2.33,0.0,0.67,0.48,0.58,-0.32
1629657,Kyle Guy,7.6,0.5,0.6,0.8,0.2,1.0,1.1,1.0,0.4,0.2,0.0,0.2,0.6,2.8,-0.5,0.477,0.52,1.35,0.381,0.523,0.42,1.48,0.283,1.5,2.82,0.532,1.06,0.13,0.03,0.13,0.26,0.19,-1.05
1628398,Kyle Kuzma,28.7,1.0,1.4,0.691,1.6,4.5,6.1,1.9,1.7,0.5,0.6,0.4,1.8,12.9,0.0,0.496,2.88,5.49,0.525,0.504,2.01,5.57,0.361,4.12,9.4,0.438,5.57,0.62,0.04,0.22,0.63,0.5,-0.22
200768,Kyle Lowry,34.8,3.0,3.5,0.875,0.8,4.6,5.4,7.3,2.7,1.0,0.3,0.5,3.1,17.2,-0.1,0.445,2.8,5.76,0.487,0.555,2.85,7.2,0.396,5.39,11.22,0.481,5.0,2.13,0.43,0.37,0.96,1.11,1.91
